Enzyme(s),Experimental_size_range,Theoretical_size_range,Score,%_max_Score,NF/1000,Cost_Reduction_Factor,Enrichment_Value,Robustness,C_Score|C_NF/1000,Number_of_sites
(Bse1I OR BseNI OR BsrI) AND (Tsp45I),277_637,120_480,421.0,29.05,4289.177,8.47,4.00809187265502,0.974669122514082,0.25|0.2,421
(BspMI) AND (MboII),297_557,140_400,363.0,25.05,3698.291,9.83,4.00809445558964,0.965931889503288,0.25|0.2,363
(BstMBI OR DpnII OR MboI) AND (BplI),257_777,100_620,410.0,28.3,4179.395,8.7,4.00832956209404,0.989723991081250,0.25|0.2,410
(FokI) AND (MlyI OR SchI),277_577,120_420,374.0,25.81,3812.771,9.53,4.00836911956337,0.979601655232580,0.25|0.2,374
(CsiI OR MabI OR SexAI) AND (MnlI),277_377,120_220,397.0,27.4,4047.778,8.98,4.00842617888216,0.968278986024723,0.25|0.2,397
(BstMBI OR DpnII OR MboI) AND (FatI),377_897,220_740,366.0,25.26,3731.937,9.74,4.00845321828045,0.967138057439341,0.25|0.2,366
(AjuI) AND (MnlI),277_377,120_220,397.0,27.4,4048.038,8.98,4.00845407392457,0.969701370526362,0.25|0.2,397
(BmtI OR BspOI) AND (BtsIMutI),277_857,120_700,418.0,28.85,4262.579,8.53,4.00849615924514,0.976621056554283,0.25|0.2,418
(BmtI OR BspOI) AND (MboII),257_497,100_340,365.0,25.19,3722.635,9.76,4.00855759178425,0.971016275007771,0.25|0.2,365
(BssT1I OR Eco130I OR EcoT14I OR ErhI OR StyI) AND (NspI OR XceI),297_1137,140_980,364.0,25.12,3713.066,9.79,4.00863128525959,0.988598449852682,0.25|0.2,364
(BtsIMutI) AND (MboII),277_437,120_280,465.0,32.09,4743.414,7.66,4.00863807816483,0.959610212279321,0.25|0.2,465
(BsaJI OR BseDI) AND (MluCI OR Sse9I OR TasI),337_537,180_380,367.0,25.33,3744.204,9.71,4.00869343865071,0.962772294741731,0.25|0.2,367
(AjnI OR EcoRII OR Psp6I OR PspGI) AND (Tru9I),297_417,140_260,408.0,28.16,4162.905,8.73,4.00873633704827,0.964621891749841,0.25|0.2,408
(AjnI OR EcoRII OR Psp6I OR PspGI) AND (MseI OR SaqAI OR Tru1I),297_417,140_260,408.0,28.16,4162.905,8.73,4.00873633704827,0.964621891749841,0.25|0.2,408
(BaeGI OR BseSI) AND (MnlI),257_357,100_200,496.0,34.23,5060.943,7.18,4.00874976950761,0.940000617896612,0.25|0.2,496
(XmnI) AND (Bse1I OR BseNI OR BsrI),277_917,120_760,380.0,26.22,3877.339,9.37,4.00875017689314,0.986846834978891,0.25|0.2,380
(BseMI OR BsrDI) AND (BstKTI),297_837,140_680,388.0,26.78,3959.13,9.18,4.00876803666715,0.977142446760031,0.25|0.2,388
(BstMBI OR DpnII OR MboI) AND (BseMI OR BsrDI),297_837,140_680,388.0,26.78,3959.264,9.18,4.00878273547112,0.972651447143608,0.25|0.2,388
(Bsp1407I OR BsrGI) AND (MaeIII),257_617,100_460,367.0,25.33,3745.202,9.7,4.00880918238139,0.968913672219044,0.25|0.2,367
(BmcAI OR ScaI OR ZrmI) AND (Bse1I OR BseNI OR BsrI),257_917,100_760,390.0,26.92,3979.978,9.13,4.00881606441779,0.980516769287509,0.25|0.2,390
(AcuI OR Eco57I) AND (BstYI OR PsuI),217_1157,60_1000,367.0,25.33,3745.976,9.7,4.00889892632558,0.985235074115385,0.25|0.2,367
(AccB7I OR PflMI OR Van91I) AND (MboII),277_517,120_360,373.0,25.74,3807.265,9.55,4.00890427459127,0.973862473016669,0.25|0.2,373
(MfeI OR MunI) AND (MnlI),277_377,120_220,404.0,27.88,4124.282,8.81,4.00896698763492,0.970362402258541,0.25|0.2,404
(BstMBI OR DpnII OR MboI) AND (BmtI OR BspOI),277_817,120_660,371.0,25.6,3787.428,9.6,4.00897047592174,0.988976192245377,0.25|0.2,371
(SfuI) AND (MboII),257_517,100_360,371.0,25.6,3788.357,9.59,4.00907698886415,0.959322817576019,0.25|0.2,371
(CsiI OR MabI OR SexAI) AND (MaeIII),277_777,120_620,370.0,25.53,3779.142,9.62,4.00919148662689,0.973077169060963,0.25|0.2,370
(BstMBI OR DpnII OR MboI) AND (MlyI OR SchI),257_457,100_300,377.0,26.02,3850.687,9.44,4.00919686857343,0.965847031849188,0.25|0.2,377
(BseGI OR BtsCI) AND (PaeI OR SphI),257_1017,100_860,367.0,25.33,3748.775,9.69,4.00922331076780,0.984662410258172,0.25|0.2,367
(BstKTI) AND (PasI),297_857,140_700,364.0,25.12,3719.312,9.77,4.00936122767439,0.987248733789861,0.25|0.2,364
(BplI) AND (BstKTI),257_777,100_620,409.0,28.23,4179.183,8.7,4.00936808064050,0.988532710816748,0.25|0.2,409
(BbsI OR BpiI) AND (BtsIMutI),257_537,100_380,375.0,25.88,3831.898,9.48,4.00938267249436,0.967162339197493,0.25|0.2,375
(BbsI OR BpiI) AND (MaeIII),317_777,160_620,375.0,25.88,3833.914,9.48,4.00961109909697,0.976303021307513,0.25|0.2,375
(BfaI OR FspBI OR MaeI OR SspMI OR XspI) AND (PasI),277_617,120_460,366.0,25.26,3742.348,9.71,4.00966308458212,0.984190484887991,0.25|0.2,366
(Bse1I OR BseNI OR BsrI) AND (Bsp19I OR NcoI),257_917,100_760,405.0,27.95,4141.746,8.77,4.00972843827158,0.981356480868212,0.25|0.2,405
(CviAII) AND (MaeIII),317_497,160_340,402.0,27.74,4111.124,8.84,4.00973452311295,0.979443841137176,0.25|0.2,402
(MaeIII),277_797,120_640,363.0,25.05,3713.661,9.79,4.00989563178583,0.980844045645711,0.25|0.2,363
(MaeIII) AND (Tsp45I),277_797,120_640,363.0,25.05,3713.661,9.79,4.00989563178583,0.980844045645711,0.25|0.2,363
(BstEII OR BstPI OR Eco91I OR EcoO65I) AND (MaeIII),277_797,120_640,363.0,25.05,3713.661,9.79,4.00989563178583,0.980844045645711,0.25|0.2,363
(BstDEI OR DdeI OR HpyF3I) AND (BtsIMutI),277_377,120_220,401.0,27.67,4103.747,8.86,4.01003620563103,0.954809521730436,0.25|0.2,401
(Csp6I OR CviQI) AND (MluCI OR Sse9I OR TasI),357_977,200_820,380.0,26.22,3889.243,9.34,4.01008148210848,0.972340714098686,0.25|0.2,380
(AccB7I OR PflMI OR Van91I) AND (BstMBI OR DpnII OR MboI),237_557,80_400,372.0,25.67,3808.156,9.54,4.01017179094175,0.970689331709853,0.25|0.2,372
(BmrI OR BmuI) AND (MnlI),257_357,100_200,496.0,34.23,5077.608,7.16,4.01017749306675,0.936345538977565,0.25|0.2,496
(MaeIII) AND (TatI),357_817,200_660,364.0,25.12,3726.44,9.75,4.01019274932935,0.972060936749927,0.25|0.2,364
(BsaXI) AND (BseGI OR BtsCI),257_817,100_660,367.0,25.33,3757.392,9.67,4.01022044211181,0.983023663475204,0.25|0.2,367
(BseGI OR BtsCI) AND (Eco147I OR PceI OR SseBI OR StuI),257_997,100_840,369.0,25.47,3779.606,9.61,4.01042016358710,0.980786486845858,0.25|0.2,369
(BstKTI) AND (Sfr274I),257_777,100_620,371.0,25.6,3800.266,9.56,4.01044008655153,0.989905634665791,0.25|0.2,371
(BstMBI OR DpnII OR MboI) AND (Sfr274I),257_777,100_620,371.0,25.6,3800.406,9.56,4.01045608545990,0.989919362819983,0.25|0.2,371
(BlpI OR Bpu1102I) AND (TscAI OR TspRI),277_717,120_560,384.0,26.5,3933.613,9.24,4.01046040619496,0.959844260809259,0.25|0.2,384
(CspCI) AND (MaeIII),277_777,120_620,370.0,25.53,3790.387,9.59,4.01048182980189,0.970365803082710,0.25|0.2,370
(BseRI) AND (MboII),257_437,100_280,367.0,25.33,3760.04,9.66,4.01052640080506,0.959266195806626,0.25|0.2,367
(KpnI) AND (MnlI),257_357,100_200,480.0,33.13,4918.139,7.39,4.01055956154519,0.946016507353265,0.25|0.2,480
(AcuI OR Eco57I) AND (TscAI OR TspRI),317_717,160_560,381.0,26.29,3904.249,9.31,4.01061253205816,0.983387989958814,0.25|0.2,381
(BalI OR MlsI OR MluNI OR Mox20I OR MscI OR Msp20I) AND (BseGI OR BtsCI),277_1097,120_940,366.0,25.26,3751.527,9.69,4.01072699105053,0.987649764006210,0.25|0.2,366
(FokI) AND (HpyCH4V),297_437,140_280,372.0,25.67,3813.068,9.53,4.01073161041182,0.964158937830323,0.25|0.2,372
(BstMBI OR DpnII OR MboI) AND (FaeI OR Hin1II OR Hsp92II OR NlaIII),377_897,220_740,364.0,25.12,3731.861,9.74,4.01082407563301,0.981698425378255,0.25|0.2,364
(BstMBI OR DpnII OR MboI) AND (CviAII),377_897,220_740,364.0,25.12,3732.132,9.74,4.01085561205183,0.967420410664305,0.25|0.2,364
(BsaJI OR BseDI) AND (TspDTI),337_537,180_380,365.0,25.19,3742.448,9.71,4.01086291023131,0.963256381234300,0.25|0.2,365
(AgsI) AND (MluCI OR Sse9I OR TasI),357_1137,200_980,368.0,25.4,3773.547,9.63,4.01090194487969,0.963110314280142,0.25|0.2,368
(MboII) AND (Sfr274I),257_517,100_360,372.0,25.67,3816.798,9.52,4.01115623609897,0.959609384263316,0.25|0.2,372
(FatI) AND (HpyCH4V),357_677,200_520,364.0,25.12,3734.742,9.73,4.01115922200800,0.968851381041906,0.25|0.2,364
(MboII) AND (PpuMI OR Psp5II),277_517,120_360,382.0,26.36,3919.852,9.27,4.01120630696673,0.973519029401051,0.25|0.2,382
(MaeIII) AND (MssI),277_797,120_640,364.0,25.12,3735.198,9.73,4.01121224473214,0.980824059570266,0.25|0.2,364
(FauNDI OR NdeI) AND (MnlI),277_377,120_220,401.0,27.67,4115.201,8.83,4.01124667982215,0.961540159267590,0.25|0.2,401
(BfaI OR FspBI OR MaeI OR SspMI OR XspI) AND (MboII),277_417,120_260,449.0,30.99,4608.566,7.89,4.01131947046686,0.948216311836365,0.25|0.2,449
(BmtI OR BspOI) AND (BstKTI),277_817,120_660,369.0,25.47,3787.518,9.59,4.01132833932017,0.989081322875677,0.25|0.2,369
(AspA2I OR AvrII OR BlnI OR XmaJI) AND (FokI),257_1077,100_920,372.0,25.67,3818.426,9.52,4.01134143863586,0.978960123394628,0.25|0.2,372
(FatI) AND (MaeIII),297_497,140_340,488.0,33.68,5009.24,7.25,4.01135201786782,0.959911363811936,0.25|0.2,488
(HindIII) AND (MlyI OR SchI),177_1117,20_960,363.0,25.05,3726.629,9.75,4.01140953421283,0.986732111799187,0.25|0.2,363
(Bsp1286I OR SduI) AND (MluCI OR Sse9I OR TasI),357_1017,200_860,407.0,28.09,4180.419,8.69,4.01162540371448,0.971224646531770,0.25|0.2,407
(BalI OR MlsI OR MluNI OR Mox20I OR MscI OR Msp20I) AND (BtsIMutI),277_857,120_700,434.0,29.95,4458.326,8.15,4.01168209210697,0.969359628972669,0.25|0.2,434
(AhlI OR BcuI OR SpeI) AND (FokI),257_1137,100_980,368.0,25.4,3780.354,9.61,4.01168465128225,0.982364518609448,0.25|0.2,368
(MaeIII) AND (SmiI OR SwaI),277_777,120_620,363.0,25.05,3729.26,9.74,4.01171603792535,0.972625694126718,0.25|0.2,363
(NspI OR XceI) AND (MnlI),277_357,120_200,372.0,25.67,3821.782,9.51,4.01172297075514,0.926440675556484,0.25|0.2,372
(BtsIMutI) AND (MseI OR SaqAI OR Tru1I),297_437,140_280,428.0,29.54,4398.129,8.26,4.01182419433960,0.947881931646925,0.25|0.2,428
(BtsIMutI) AND (Tru9I),297_437,140_280,428.0,29.54,4398.129,8.26,4.01182419433960,0.947881931646925,0.25|0.2,428
(AhlI OR BcuI OR SpeI) AND (BstMBI OR DpnII OR MboI),257_817,100_660,400.0,27.61,4110.403,8.84,4.01182441256662,0.982722164557830,0.25|0.2,400
(BciT130I OR BseBI OR Bst2UI OR BstNI OR MvaI) AND (MseI OR SaqAI OR Tru1I),297_417,140_260,405.0,27.95,4162.543,8.73,4.01190370968199,0.973475102058826,0.25|0.2,405
(BciT130I OR BseBI OR Bst2UI OR BstNI OR MvaI) AND (Tru9I),297_417,140_260,405.0,27.95,4162.543,8.73,4.01190370968199,0.973475102058826,0.25|0.2,405
(BpmI OR GsuI) AND (MseI OR SaqAI OR Tru1I),297_437,140_280,365.0,25.19,3751.708,9.69,4.01193616489777,0.943360850577973,0.25|0.2,365
(BpmI OR GsuI) AND (Tru9I),297_437,140_280,365.0,25.19,3751.708,9.69,4.01193616489777,0.943360850577973,0.25|0.2,365
(CspCI) AND (MnlI),277_377,120_220,392.0,27.05,4029.547,9.02,4.01197015865952,0.971184098358041,0.25|0.2,392
(FokI) AND (SacI OR SstI),257_1077,100_920,375.0,25.88,3855.009,9.43,4.01199412857515,0.975861947372010,0.25|0.2,375
(BstKTI) AND (FatI),377_897,220_740,363.0,25.05,3731.691,9.74,4.01199905008369,0.971475242199141,0.25|0.2,363
(BseRI) AND (MnlI),317_517,160_360,390.0,26.92,4009.584,9.06,4.01203470926542,0.958381019853741,0.25|0.2,390
(MnlI) AND (XbaI),277_377,120_220,403.0,27.81,4143.707,8.77,4.01208399287842,0.966116401404824,0.25|0.2,403
(BtsIMutI) AND (Sfr274I),277_857,120_700,403.0,27.81,4144.64,8.77,4.01218176792411,0.962842335658475,0.25|0.2,403
(MluCI OR Sse9I OR TasI) AND (Tru9I),317_657,160_500,422.0,29.12,4340.797,8.37,4.01225702530751,0.959566217001625,0.25|0.2,422
(MluCI OR Sse9I OR TasI) AND (MseI OR SaqAI OR Tru1I),317_657,160_500,422.0,29.12,4340.797,8.37,4.01225702530751,0.959566217001625,0.25|0.2,422
(Eco147I OR PceI OR SseBI OR StuI) AND (MnlI),277_377,120_220,393.0,27.12,4042.596,8.99,4.01226779156732,0.971745039731904,0.25|0.2,393
(BfaI OR FspBI OR MaeI OR SspMI OR XspI) AND (MaeIII),277_417,120_260,389.0,26.85,4001.979,9.08,4.01232520406193,0.961205196465166,0.25|0.2,389
(BspMI) AND (MnlI),257_357,100_200,487.0,33.61,5010.587,7.25,4.01235964607526,0.940525450239967,0.25|0.2,487
(BplI) AND (FokI),257_1037,100_880,370.0,25.53,3808.732,9.54,4.01257869070055,0.974643897075023,0.25|0.2,370
(EcoT22I OR Mph1103I OR NsiI OR Zsp2I) AND (MnlI),277_377,120_220,407.0,28.09,4189.865,8.67,4.01260562073401,0.969178230613423,0.25|0.2,407
(BalI OR MlsI OR MluNI OR Mox20I OR MscI OR Msp20I) AND (TscAI OR TspRI),277_857,120_700,433.0,29.88,4457.93,8.15,4.01264534839821,0.971097158548702,0.25|0.2,433
(BfaI OR FspBI OR MaeI OR SspMI OR XspI) AND (BstYI OR PsuI),317_637,160_480,385.0,26.57,3964.047,9.17,4.01267806557811,0.967320852544168,0.25|0.2,385
(AgsI) AND (HpyCH4V),357_737,200_580,387.0,26.71,3985.366,9.12,4.01275724640491,0.972677596862961,0.25|0.2,387
(NmeAIII) AND (TscAI OR TspRI),277_857,120_700,408.0,28.16,4201.65,8.65,4.01275970949232,0.961397564593667,0.25|0.2,408
(BclI OR FbaI OR Ksp22I) AND (MnlI),277_377,120_220,401.0,27.67,4129.748,8.8,4.01277917890341,0.971797590236385,0.25|0.2,401
(PasI) AND (TscAI OR TspRI),277_717,120_560,378.0,26.09,3893.293,9.33,4.01282528908383,0.959589903125626,0.25|0.2,378
(AhlI OR BcuI OR SpeI) AND (BstKTI),257_817,100_660,399.0,27.54,4109.96,8.84,4.01286469945847,0.983454798200864,0.25|0.2,399
(BauI OR BssSI) AND (MboII),257_517,100_360,377.0,26.02,3885.963,9.35,4.01315731096473,0.961864294820891,0.25|0.2,377
(BtsIMutI) AND (HpyCH4V),337_537,180_380,369.0,25.47,3803.613,9.55,4.01316995690272,0.975908487870586,0.25|0.2,369
(Bse1I OR BseNI OR BsrI) AND (FokI),277_517,120_360,390.0,26.92,4020.633,9.04,4.01322982585036,0.982128729473330,0.25|0.2,390
(AlwI OR BspPI) AND (BtsIMutI),377_957,220_800,363.0,25.05,3742.718,9.71,4.01328048082326,0.973815812522376,0.25|0.2,363
(BfaI OR FspBI OR MaeI OR SspMI OR XspI) AND (MlyI OR SchI),277_597,120_440,488.0,33.68,5031.841,7.22,4.01330708747870,0.974982932781321,0.25|0.2,488
(BtgI) AND (MnlI),277_377,120_220,401.0,27.67,4134.884,8.79,4.01331895774564,0.959488442253789,0.25|0.2,401
(BsaWI) AND (BtsIMutI),277_857,120_700,416.0,28.71,4291.681,8.47,4.01353410282364,0.974540753472589,0.25|0.2,416
(BstMBI OR DpnII OR MboI) AND (NmeAIII),257_817,100_660,389.0,26.85,4014.446,9.05,4.01367601908756,0.984572783066252,0.25|0.2,389
(BspMI) AND (BstMBI OR DpnII OR MboI),297_817,140_660,385.0,26.57,3973.431,9.15,4.01370494623640,0.961350571858597,0.25|0.2,385
(AlwNI OR CaiI OR PstNI) AND (BstKTI),297_837,140_680,392.0,27.05,4045.712,8.98,4.01370889661883,0.977500304748984,0.25|0.2,392
(BtgI) AND (BstKTI),297_817,140_660,380.0,26.22,3921.962,9.27,4.01371978484390,0.986539591788991,0.25|0.2,380
(BamHI) AND (BseGI OR BtsCI),257_1077,100_920,364.0,25.12,3756.873,9.67,4.01372513046372,0.981309562990558,0.25|0.2,364
(AspA2I OR AvrII OR BlnI OR XmaJI) AND (BseGI OR BtsCI),257_1057,100_900,367.0,25.33,3788.128,9.59,4.01375858104073,0.980448143064398,0.25|0.2,367
(Bpu10I) AND (MnlI),257_357,100_200,482.0,33.26,4975.393,7.3,4.01378035256961,0.940217369064491,0.25|0.2,482
(BstMBI OR DpnII OR MboI) AND (BtgI),317_877,160_720,363.0,25.05,3747.397,9.7,4.01382307974067,0.977495532568717,0.25|0.2,363
(Eam1105I) AND (MaeIII),277_777,120_620,366.0,25.26,3778.984,9.62,4.01389396774874,0.969912882319527,0.25|0.2,366
(BlpI OR Bpu1102I) AND (MboII),257_517,100_360,395.0,27.26,4078.893,8.91,4.01394521716328,0.964430144524213,0.25|0.2,395
(Alw21I OR BsiHKAI) AND (MslI OR RseI),237_1157,80_1000,365.0,25.19,3769.186,9.64,4.01395470487970,0.985171793868904,0.25|0.2,365
(BalI OR MlsI OR MluNI OR Mox20I OR MscI OR Msp20I) AND (MnlI),257_357,100_200,483.0,33.33,4987.77,7.29,4.01395928798566,0.937909429075381,0.25|0.2,483
(BsaWI) AND (MnlI),257_357,100_200,474.0,32.71,4894.847,7.42,4.01396077977780,0.946424207606932,0.25|0.2,474
(Bse1I OR BseNI OR BsrI) AND (BspHI OR CciI OR PagI),257_977,100_820,417.0,28.78,4306.696,8.44,4.01400816199848,0.980118328185827,0.25|0.2,417
(PstI) AND (MboII),277_517,120_360,364.0,25.12,3759.328,9.67,4.01400883575339,0.977317013963129,0.25|0.2,364
(AspA2I OR AvrII OR BlnI OR XmaJI) AND (MnlI),277_377,120_220,392.0,27.05,4048.644,8.98,4.01402352361983,0.970981922716459,0.25|0.2,392
(MnlI) AND (PasI),257_357,100_200,475.0,32.78,4906.191,7.41,4.01405084183445,0.946976565676471,0.25|0.2,475
(BmcAI OR ScaI OR ZrmI) AND (MaeIII),277_777,120_620,386.0,26.64,3987.195,9.11,4.01408017136010,0.975103768718376,0.25|0.2,386
(AluBI OR AluI) AND (SspI),297_517,140_360,435.0,30.02,4493.52,8.09,4.01409742205751,0.922875383010299,0.25|0.2,435
(AhlI OR BcuI OR SpeI) AND (BseGI OR BtsCI),257_1137,100_980,366.0,25.26,3780.961,9.61,4.01412111231403,0.981166848143909,0.25|0.2,366
(AcuI OR Eco57I) AND (BtsIMutI),317_717,160_560,378.0,26.09,3905.327,9.31,4.01416560415071,0.986797669969954,0.25|0.2,378
(BstMBI OR DpnII OR MboI) AND (BssAI),257_817,100_660,391.0,26.98,4041.245,8.99,4.01433842289650,0.982106380319167,0.25|0.2,391
(AlwI OR BspPI) AND (FaeI OR Hin1II OR Hsp92II OR NlaIII),377_917,220_760,384.0,26.5,3969.37,9.16,4.01439035865877,0.978721890688309,0.25|0.2,384
(HpyCH4V) AND (Tru9I),297_397,140_240,382.0,26.36,3948.818,9.2,4.01440375476579,0.932373879620246,0.25|0.2,382
(HpyCH4V) AND (MseI OR SaqAI OR Tru1I),297_397,140_240,382.0,26.36,3948.818,9.2,4.01440375476579,0.932373879620246,0.25|0.2,382
(XmnI) AND (MnlI),277_377,120_220,402.0,27.74,4156.178,8.74,4.01446808608035,0.966088828017017,0.25|0.2,402
(BsmI OR Mva1269I) AND (MaeIII),317_797,160_640,363.0,25.05,3753.15,9.68,4.01448929692306,0.983168332252448,0.25|0.2,363
(AgsI) AND (BmeT110I OR BsoBI),357_1097,200_940,385.0,26.57,3981.083,9.13,4.01454050260115,0.970087360741425,0.25|0.2,385
(EcoO109I) AND (MnlI),277_377,120_220,395.0,27.26,4085.517,8.89,4.01464992632888,0.968760606424136,0.25|0.2,395
(AlwNI OR CaiI OR PstNI) AND (BstMBI OR DpnII OR MboI),297_837,140_680,391.0,26.98,4045.178,8.98,4.01476087923646,0.980058340363919,0.25|0.2,391
(MnlI) AND (SmlI OR SmoI),317_497,160_340,380.0,26.22,3931.474,9.24,4.01477181127715,0.955547764861621,0.25|0.2,380
(BstKTI) AND (NmeAIII),257_817,100_660,388.0,26.78,4014.489,9.05,4.01479854665962,0.984584927108427,0.25|0.2,388
(PstI) AND (BtsIMutI),277_717,120_560,391.0,26.98,4045.531,8.98,4.01479877602702,0.981656122204598,0.25|0.2,391
(MaeIII) AND (XbaI),277_697,120_540,366.0,25.26,3787.868,9.59,4.01491375086331,0.984168856043594,0.25|0.2,366
(BfaI OR FspBI OR MaeI OR SspMI OR XspI) AND (BseRI),337_837,180_680,401.0,27.67,4152.347,8.75,4.01514926650930,0.977058941523103,0.25|0.2,401
(BstKTI) AND (PvuII),297_837,140_680,377.0,26.02,3904.855,9.31,4.01526356153658,0.986025415827541,0.25|0.2,377
(BstMBI OR DpnII OR MboI) AND (PvuII),297_837,140_680,377.0,26.02,3904.987,9.31,4.01527824221043,0.986042920478853,0.25|0.2,377
(SmlI OR SmoI) AND (Tsp45I),277_1017,120_860,370.0,25.53,3832.506,9.48,4.01528111937197,0.981583598652271,0.25|0.2,370
(FaeI OR Hin1II OR Hsp92II OR NlaIII) AND (HpyCH4V),357_737,200_580,371.0,25.6,3843.277,9.46,4.01532777727869,0.983449104303237,0.25|0.2,371
(CsiI OR MabI OR SexAI) AND (TscAI OR TspRI),277_857,120_700,409.0,28.23,4238.824,8.57,4.01552207661569,0.969290378102512,0.25|0.2,409
(BfaI OR FspBI OR MaeI OR SspMI OR XspI) AND (Tsp45I),277_457,120_300,363.0,25.05,3762.197,9.66,4.01553490774468,0.967073079477324,0.25|0.2,363
(MboII) AND (MlyI OR SchI),277_437,120_280,364.0,25.12,3772.906,9.63,4.01557460146452,0.970522090052554,0.25|0.2,364
(Bsp1407I OR BsrGI) AND (MboII),257_517,100_360,407.0,28.09,4219.053,8.61,4.01562057182458,0.952429327337879,0.25|0.2,407
(MboII) AND (MssI),257_517,100_360,363.0,25.05,3763.274,9.66,4.01565921495687,0.957933717177531,0.25|0.2,363
(AccB7I OR PflMI OR Van91I) AND (BstKTI),237_557,80_400,366.0,25.26,3795.702,9.57,4.01581102330399,0.971912363566116,0.25|0.2,366
(BspMI) AND (BstKTI),297_817,140_660,383.0,26.43,3972.735,9.15,4.01589082258030,0.964479758925799,0.25|0.2,383
(BanII OR Eco24I) AND (MnlI),277_377,120_220,389.0,26.85,4035.134,9.01,4.01590836015971,0.972085942897104,0.25|0.2,389
(BmeT110I OR BsoBI) AND (MnlI),277_377,120_220,387.0,26.71,4014.56,9.05,4.01592698807189,0.972961682668832,0.25|0.2,387
(Tru9I) AND (TscAI OR TspRI),297_437,140_280,426.0,29.4,4419.492,8.22,4.01596275298935,0.954620272520766,0.25|0.2,426
(MseI OR SaqAI OR Tru1I) AND (TscAI OR TspRI),297_437,140_280,426.0,29.4,4419.492,8.22,4.01596275298935,0.954620272520766,0.25|0.2,426
(BspHI OR CciI OR PagI) AND (MnlI),317_497,160_340,384.0,26.5,3983.955,9.12,4.01598319992177,0.957644030533559,0.25|0.2,384
(AlwNI OR CaiI OR PstNI) AND (TscAI OR TspRI),277_617,120_460,369.0,25.47,3828.485,9.49,4.01600058370893,0.957860715769630,0.25|0.2,369
(BspQI OR LguI OR SapI) AND (MnlI),257_357,100_200,476.0,32.85,4939.432,7.36,4.01607005825814,0.958768754778814,0.25|0.2,476
(BtsIMutI) AND (NmeAIII),277_857,120_700,405.0,27.95,4202.688,8.65,4.01607212674607,0.973548737526128,0.25|0.2,405
(HphI) AND (Csp6I OR CviQI),297_597,140_440,388.0,26.78,4026.954,9.02,4.01614494308443,0.986414529471366,0.25|0.2,388
(BstYI OR PsuI) AND (FatI),377_917,220_760,383.0,26.43,3975.085,9.14,4.01614764572482,0.985718773516705,0.25|0.2,383
(BciVI OR BfuI) AND (Bse1I OR BseNI OR BsrI),277_917,120_760,373.0,25.74,3871.705,9.39,4.01619342753198,0.981372202286297,0.25|0.2,373
(AlwNI OR CaiI OR PstNI) AND (FokI),297_1077,140_920,367.0,25.33,3809.978,9.54,4.01625640367912,0.985841205355577,0.25|0.2,367
(AjuI) AND (FokI),257_1117,100_960,363.0,25.05,3768.567,9.64,4.01626961580604,0.985953495488196,0.25|0.2,363
(BtgI) AND (BtsIMutI),317_857,160_700,380.0,26.22,3945.113,9.21,4.01627585061776,0.984274079711027,0.25|0.2,380
(BfaI OR FspBI OR MaeI OR SspMI OR XspI) AND (BmrI OR BmuI),297_617,140_460,364.0,25.12,3780.677,9.61,4.01646819159506,0.987823023773639,0.25|0.2,364
(CviAII) AND (HpyCH4V),357_737,200_580,370.0,25.53,3843.033,9.46,4.01647238968603,0.972913219663281,0.25|0.2,370
(CspAI) AND (BstMBI OR DpnII OR MboI),257_817,100_660,375.0,25.88,3895.622,9.33,4.01654554206037,0.985524342467041,0.25|0.2,375
(BstMBI OR DpnII OR MboI) AND (Eam1104I),277_617,120_460,391.0,26.98,4062.082,8.95,4.01657192873054,0.984055233145690,0.25|0.2,391
(MnlI) AND (SspI),317_497,160_340,396.0,27.33,4116.628,8.83,4.01684643772812,0.952809324140237,0.25|0.2,396
(Bse1I OR BseNI OR BsrI) AND (BsmI OR Mva1269I),277_917,120_760,382.0,26.36,3971.16,9.15,4.01685402244410,0.976640676784174,0.25|0.2,382
(BstYI OR PsuI) AND (FaeI OR Hin1II OR Hsp92II OR NlaIII),377_897,220_740,380.0,26.22,3950.716,9.2,4.01689221462223,0.978855399464132,0.25|0.2,380
(MboII) AND (SbfI OR SdaI OR Sse8387I),257_517,100_360,363.0,25.05,3774.568,9.63,4.01696062869014,0.959419359479817,0.25|0.2,363
(MaeIII) AND (TscAI OR TspRI),257_417,100_260,428.0,29.54,4450.907,8.16,4.01700475094700,0.932429604076792,0.25|0.2,428
(Eco147I OR PceI OR SseBI OR StuI) AND (MboII),257_517,100_360,392.0,27.05,4077.258,8.91,4.01708212650950,0.964922158036689,0.25|0.2,392
(AlwI OR BspPI) AND (FatI),377_917,220_760,382.0,26.36,3973.807,9.15,4.01714340754441,0.981029168505661,0.25|0.2,382
(BfaI OR FspBI OR MaeI OR SspMI OR XspI) AND (EcoO109I),297_597,140_440,369.0,25.47,3839.977,9.46,4.01730225695769,0.986787810929555,0.25|0.2,369
(AcuI OR Eco57I) AND (Tsp45I),277_997,120_840,366.0,25.26,3808.786,9.54,4.01730548673359,0.989790116555170,0.25|0.2,366
(BstMBI OR DpnII OR MboI) AND (CsiI OR MabI OR SexAI),257_817,100_660,389.0,26.85,4049.922,8.97,4.01749705761839,0.991162672282450,0.25|0.2,389
